artist_name,artist_role,artist_id,nationality,gender,birth_year,birth_place,death_year,death_place,wiki,ulan
Raymond Jacobs, , ,American,Male,1923, ,1993, ,,
Raymond Jonson, , ,American,Male,1891, ,1982, ,,
Raymond Jordan, , ,American,Male,1895, ,0, ,,
Raymond Loewy, , ,American,Male,1893, ,1986, ,Q435509,500011181.0
Raymond Loewy Associates, , ,American,,1944, ,0, ,,
Raymond Mason, , ,British,Male,1922, ,2010, ,Q2419717,500032748.0
Raymond Parker, , ,American,Male,1922, ,1990, ,Q7297929,500032519.0
Raymond Pettibon, , ,American,Male,1957, ,0, ,Q564945,500115615.0
Raymond Riley, , ,American,Male,1958, ,0, ,,
Raymond Saunders, , ,American,Male,1934, ,0, ,Q7299135,500028910.0
Raymond Savignac, , ,French,Male,1907, ,2002, ,Q555445,500112914.0
Raymonde Heudebert, , ,French,Male,1905, ,1991, ,,
Raúl Anguiano, , ,Mexican,Male,1915, ,2006, ,Q325503,500061635.0
Raúl Cattelani, , ,Uruguayan,Male,1927, ,0, ,,
Raúl Lozza, , ,Argentine,Male,1911, ,2008, ,,
Raúl Marroquin, , ,Colombian,Male,1948, ,0, ,,
Raúl Martínez, , ,Cuban,Male,1927, ,1995, ,,
Raúl Milián, , ,Cuban,Male,1914, ,1984, ,,
Raúl Ruiz, , ,Chilean,Male,1941, ,2011, ,,
Raúl Veroni, , ,Argentine,Male,1913, ,1992, ,,
Raúl Zurita, , ,Chilean,Male,1950, ,0, ,,
Rea Tajiri, , ,American,Female,1958, ,0, ,,
Reaction Records, , ,,,1966, ,0, ,,
Reagan Louie, , ,American,Male,1951, ,0, ,,
Reala, , ,,,0, ,0, ,,
Rebecca Allen, , ,American,Female,1953, ,0, ,,
Rebecca Bird, , ,American,Female,1973, ,0, ,,
Rebecca Bray, , ,American,Female,1974, ,0, ,,
Rebecca Cammisa, , ,American,Female,0, ,0, ,,
Rebecca Horn, , ,German,Female,1944, ,0, ,Q442192,500047281.0
Rebecca Miller, , ,American,Female,1962, ,0, ,,
Rebecca Warren, , ,British,Female,1965, ,0, ,,
Red Cross Institute for Crippled and Disabled Men, , ,,,0, ,0, ,,
Red David Rodriguez, , ,American,Male,1958, ,0, ,,
Red Grooms, , ,American,Male,1937, ,0, ,Q3422714,500008450.0
"Red Hat, Inc.", , ,American,,1993, ,0, ,,
"Red Lion Table Co., Pennsylvania", , ,American,,1913, ,0, ,,
"Red Wing Pottery, MN", , ,,,0, ,0, ,,
"RedStart Design, LLC", , ,American,,2004, ,0, ,,
Redd Kross, , ,,,0, ,0, ,,
Ree Morton, , ,American,Female,1936, ,1977, ,,
Reed Anderson, , ,American,Male,1969, ,0, ,,
Reed Estabrook, , ,American,Male,1944, ,0, ,,
Reed Kram, , ,Swedish,Male,1971, ,0, ,,
Reena Spaulings, , ,,Female,0, ,0, ,,
Reese Williams, , ,,,0, ,0, ,,
Refugee Nation, , ,,,0, ,0, ,,
Reg Butler, , ,British,Male,1913, ,1983, ,Q570353,500000379.0
Regina José Galindo, , ,Guatemalan,Female,1974, ,0, ,,
Regina Maria De Luise, , ,American,Female,1959, ,0, ,,
Regina Schmeken, , ,German,Female,1955, ,0, ,,
Regina Silveira, , ,Brazilian,Female,1939, ,0, ,,
Reginald Brill,artist, , , , , , , , , 
Reginald Daniel, , ,,,0, ,0, ,,
Reginald Daniels, , ,,Male,0, ,0, ,,
Reginald Marsh, , ,American,Male,1898, ,1954, ,Q7308806,500016727.0
Reginald Neal, , ,American,Male,1909, ,0, ,,
Reginald Orton, , ,New Zealander,Male,1981, ,0, ,,
Reginald Pollack, , ,American,Male,1924, ,2001, ,,
Regine Leibinger, , ,German,Female,1963, ,0, ,,
Rei Naito, , ,Japanese,Female,1961, ,0, ,,
Reid Miles, , ,American,Male,1927, ,1993, ,,
Reika Iwami, , ,Japanese,Female,1927, ,0, ,,
Reiko Sudo, , ,Japanese,Female,1953, ,0, ,,
Reiko Tanabe, , ,Japanese,Female,1934, ,0, ,,
Reina Kochashian, , ,Nationality unknown,Female,0, ,0, ,,
Reiner Ruthenbeck, , ,German,Male,1937, ,2016, ,Q1146699,500047418.0
Reiner Schwarz, , ,German,,0, ,0, ,,
Reinhard & Hofmeister, , ,American,,0, ,0, ,,
Reinhard Kropf, , ,Austrian,Male,1967, ,0, ,,
Reinhard Mucha, , ,German,Male,1950, ,0, ,Q2140886,500047411.0
Reinhard Voigt, , ,German,Male,1940, ,0, ,,
Reinhold Häcker, , ,Swiss,Male,1903, ,1976, ,,
Reinhold Nägele, , ,German,Male,1884, ,1972, ,,
Reinhold Weiss, , ,German,Male,1934, ,0, ,Q17325866,
Reinhoud (Reinhoud D'haese), , ,Belgian,Male,1928, ,2007, ,,
Reiser + Umemoto RUR Architecture PC, , ,American,,1986, ,0, ,,
Reiss, , ,British,,0, ,0, ,,
Reklam-Konstruktor (Advertising Constructor) Agency, , ,,,0, ,0, ,,
Relative Wave, , ,,,2009, ,0, ,,
Rem Koolhaas, , ,Dutch,Male,1944, ,0, ,Q232364,500004300.0
Remedios Varo, , ,Spanish,Female,1908, ,1963, ,,
"Renaissance Press, Ashuelot, NH", , ,,,0, ,0, ,,
Renan, , ,Spanish,,0, ,0, ,,
Renate Grindler, , ,German,Female,1940, ,0, ,,
Renato Cristiano, , ,Italian,Male,1926, ,0, ,,
Renato Guttuso, , ,Italian,Male,1912, ,1987, ,Q381277,500022749.0
Renato Orara, , ,American,Male,1961, ,0, ,,
Renatus Kuno, , ,,,0, ,0, ,,
Rene Azcuy Cardenas, , ,Cuban,Male,1939, ,0, ,,
Rene De La Nuez, , ,Cuban,Male,0, ,0, ,,
Rene Portocarrero, , ,Cuban,Male,1914, ,1985, ,Q928187,500118218.0
Renzo Piano, , ,Italian,Male,1937, ,0, ,Q190148,500020049.0
Renzo Piano Building Workshop, , ,Italian,,1980, ,0, ,,
Renzo Vespignani, , ,Italian,Male,1924, ,2001, ,Q646763,500018903.0
René Beeh, , ,German,Male,1886, ,1922, ,,
René Bertholo, , ,Portuguese,Male,1935, ,2005, ,Q10359463,
René Bleibtreu, , ,French,Male,1920, ,0, ,,
René Block, , ,German,Male,1942, ,0, ,,
René Brô, , ,French,Male,1930, ,1987, ,Q2144563,
René Burri, , ,Swiss,Male,1933, ,2014, ,Q671527,500115621.0
René Clair, , ,French,Male,1898, ,1981, ,Q55388,500277362.0
René Demeurisse, , ,French,Male,1894, ,1962, ,,
René Georges Hermann-Paul, , ,French,Male,1864, ,1940, ,,
René Groebli, , ,Swiss,Male,1927, ,0, ,Q2144658,
René Herbst, , ,French,Male,1891, ,1982, ,Q1421687,500263771.0
René Magritte, , ,Belgian,Male,1898, ,1967, ,Q7836,500022967.0
René Pierre Tal-Coat, , ,French,Male,1905, ,1985, ,,
René Piot, , ,French,Male,1869, ,1934, ,,
René Ravo, , ,French,Male,1904, ,1998, ,,
René Robert Bouché, , ,American,Male,1905, ,1963, ,Q7313672,500043549.0
René Vincent, , ,Haitian,Male,1911, ,0, ,,
René d'Harnoncourt, , ,American,Male,1901, ,1968, ,Q7312958,500071210.0
Renée Green, , ,American,Female,1959, ,0, ,,
Repetto, , ,French,,1947, ,0, ,,
Reuben Kadish, , ,American,Male,1913, ,1992, ,,
Reuben Mednikoff,artist, , , , , , , , , 
Reuben Nakian, , ,American,Male,1897, ,1986, ,Q7317496,500027533.0
Reuben Tam, , ,American,Male,1916, ,1991, ,,
Reuters, , ,,,0, ,0, ,,
Reuven Rubin, , ,Israeli,Male,1893, ,1974, ,Q1530754,500017498.0
Rev C J R Berkeley,attributed to, , , , , , , , , 
Rev. Edward Pryce Owen,artist, , , , , , , , , 
Rev. Matthew William Peters,artist, , , , , , , , , 
Rev. William Bree,artist, , , , , , , , , 
Reva Urban, , ,American,Female,1925, ,1987, ,,
"Revere Copper and Brass, Inc., Rome, NY", , ,American,,1929, ,0, ,Q7318097,500335343.0
Revital Cohen, , ,Israeli,Female,1981, ,0, ,,
Rex (Reginald C.) Silver, , ,British,Male,1879, ,1965, ,,
Rex A. Stevens, , ,American,Male,0, ,0, ,,
Rex Whistler, , ,British,Male,1905, ,1944, ,,
Reynold Reynolds, , ,American,Male,1966, ,0, ,,
Reynolds G. Dennis, , ,American,Male,0, ,0, ,,
"Rheemax, Inc., USA", , ,,,0, ,0, ,,
Rhod Rothfuss, , ,Uruguayan,Male,1920, ,1969, ,,
Rhonda Abrams, , ,Canadian,Female,1960, ,0, ,,
Rhondal McKinney, , ,American,Male,1948, ,0, ,,
"Rhythm Tech, Inc., Mamaroneck, NY", , ,,,0, ,0, ,,
Riba Rovira, , ,Spanish,Female,0, ,0, ,,
Ricardo Bofill, , ,Spanish,Male,1939, ,0, ,Q316413,500022547.0
Ricardo Martinez, , ,Argentine,Male,1923, ,0, ,,
Ricardo Nicolayevsky, , ,Mexican,Male,1961, ,0, ,,
Ricardo Porro, , ,Cuban,Male,1925, ,2014, ,,
Ricardo Scofidio, , ,American,Male,1935, ,0, ,,
Ricardo Verdoni, , ,Mexican,Male,0, ,0, ,,
"Riccardo ""Ricas"" Castagnedi", , ,Italian,,1912, ,1999, ,,
Riccardo Blumer, , ,Swiss,Male,1959, ,0, ,,
Riccardo Licata, , ,Italian,Male,0, ,0, ,,
Riccardo Rosso, , ,Italian,Male,0, ,0, ,,
Ricci Albenda, , ,American,Male,1966, ,0, ,Q16148999,500271565.0
Rich Black, , ,,,1974, ,0, ,,
"Richard ""Dickie"" Landry", , ,,,0, ,0, ,,
Richard A. Florsheim, , ,American,Male,1916, ,1979, ,,
Richard Alan Fox, , ,American,Male,1949, ,0, ,,
Richard Aldrich, , ,American,Male,1975, ,0, ,,
Richard Allen,artist, , , , , , , , , 
Richard Ansdell,artist, , , , , , , , , 
Richard Artschwager, , ,American,Male,1923, ,2013, ,Q568262,500114981.0
Richard Bampi, , ,German,Male,1896, ,1964, ,,
Richard Baringer, , ,American,Male,1921, ,1980, ,,
Richard Barnes, , ,American,Male,1953, ,0, ,,
Richard Batterham,artist, , , , , , , , , 
Richard Benjamin, , ,American,Male,1938, ,0, ,,
Richard Benson, , ,American,Male,1943, ,2017, ,Q7324110,500124345.0
Richard Bernstein, , ,American,Male,1939, ,2002, ,,
Richard Billingham, , ,British,Male,1970, ,0, ,,
Richard Boix, , ,Spanish,Male,1894, ,1949, ,,
Richard Carlson, , ,Australian,Male,1941, ,0, ,,
Richard Dalton,artist, , , , , , , , , 
Richard Davis, , ,,Male,0, ,0, ,,
Richard Day, , ,American,Male,1896, ,1972, ,Q1247808,
Richard Deacon, , ,British,Male,1949, ,0, ,Q523810,500009121.0
Richard Doyle,artist, , , , , , , , , 
Richard Drew/Associated Press, , ,American,Male,1946, ,0, ,,
Richard Dupont, , ,American,Male,1968, ,0, ,,
Richard Döcker, , ,German,Male,1894, ,1968, ,,
Richard Eichberg, , ,,,0, ,0, ,,
Richard Estes, , ,American,Male,1936, ,0, ,Q704965,500007462.0
Richard Evans, , ,British,Male,1945, ,0, ,,
Richard Fenwick, , ,British,Male,0, ,0, ,,
Richard Foreman, , ,American,Male,1937, ,0, ,Q2149500,500066711.0
Richard Francisco, , ,American,Male,1942, ,0, ,,
Richard Gangle, , ,American,Male,1918, ,0, ,,
Richard Gordon, , ,American,Male,0, ,0, ,,
Richard Gorman, , ,Nationality unknown,Male,0, ,0, ,,
Richard Gross, , ,Canadian,Male,1943, ,0, ,,
Richard H. Hilditch,artist, , , , , , , , , 
Richard Haas, , ,American,Male,1936, ,0, ,Q2149687,500018500.0
Richard Hamilton, , ,British,Male,1922, ,2011, ,Q159465,500126033.0
Richard Harlfinger, , ,Austrian,Male,1873, ,1948, ,Q2149702,500069800.0
Richard Harrington, , ,Canadian,Male,1911, ,2005, ,Q7326279,500344268.0
Richard Hawkins, , ,American,Male,1961, ,0, ,,
Richard Hell, , ,American,Male,1949, ,0, ,Q446627,
Richard Hoeck, , ,Austrian,Male,1965, ,0, ,,
Richard Hudson, , ,American,Male,0, ,0, ,,
Richard Hunt, , ,American,Male,1935, ,0, ,Q7326615,500124131.0
Richard Hutten, , ,Dutch,Male,1967, ,0, ,Q2263497,500267173.0
Richard Jack,artist, , , , , , , , , 
Richard Jackson, , ,American,Male,1939, ,0, ,,
Richard James, , ,American,Male,1914, ,1975, ,,
Richard Janthur, , ,German,Male,1883, ,1956, ,,
Richard Johnny John,artist, , , , , , , , , 
Richard Jost, , ,American,Male,1942, ,0, ,,
Richard Kahn, , ,American,Male,1947, ,0, ,,
Richard Kalvar, , ,American,Male,1944, ,0, ,Q7326984,
Richard Kaplan, , ,American,Male,1925, ,2018, ,,
Richard Kelly, , ,American,Male,1910, ,1977, ,Q3430924,500272774.0
Richard Kemble, , ,American,Male,1932, ,2007, ,,
Richard Kern, , ,American,Male,1954, ,0, ,,
Richard Kleinberg, , ,American,Male,1949, ,0, ,,
Richard Lacroix, , ,Canadian,Male,1939, ,0, ,,
Richard Lahey, , ,American,Male,1893, ,1978, ,,
Richard Lampert GmbH & Co.KG, , ,,,0, ,0, ,,
Richard Lazzaro, , ,American,Male,0, ,0, ,,
Richard Learoyd, , ,British,Male,1966, ,0, ,,
Richard Lester, , ,American,Male,1932, ,0, ,,
Richard Lindh, , ,Finnish,Male,1929, ,2006, ,,
Richard Lindner, , ,American,Male,1901, ,1978, ,Q126074,500024690.0
Richard Linklater, , ,,Male,0, ,0, ,,
Richard Lippold, , ,American,Male,1915, ,2002, ,Q2908768,500006078.0
Richard Long, , ,British,Male,1945, ,0, ,Q368645,500013903.0
Richard Lowenstein, , ,Australian,Male,1959, ,0, ,Q3430994,
Richard Lowrie, , ,American,Male,0, ,0, ,,
Richard Lulo, , ,American,Male,1971, ,1988, ,,
Richard Lytle, , ,American,Male,1935, ,0, ,,
Richard M. Margolis, , ,American,Male,1943, ,0, ,,
Richard Mantel, , ,American,Male,1941, ,0, ,,
Richard Maxfield, , ,American,Male,1927, ,1969, ,,
Richard McGuire, , ,American,Male,1957, ,0, ,,
Richard McLean, , ,American,Male,1934, ,2014, ,Q1524417,500002569.0
Richard Meier, , ,American,Male,1934, ,0, ,Q159612,500031375.0
"Richard Meier & Associates, Architects", , ,,,1963, ,0, ,,
"Richard Meier & Partners, Architects", , ,,,1963, ,0, ,,
Richard Merkin, , ,American,Male,1938, ,2009, ,,
Richard Misrach, , ,American,Male,1949, ,0, ,Q7327841,500110670.0
Richard Mock, , ,American,Male,1944, ,0, ,Q15461045,500065329.0
Richard Mortensen, , ,Danish,Male,1910, ,1993, ,,
Richard N. Naylor, , ,American,Male,1943, ,0, ,,
Richard Neutra, , ,American,Male,1892, ,1970, ,Q84312,500017837.0
Richard Nonas, , ,American,Male,1936, ,0, ,Q2154642,
Richard Oelze, , ,German,Male,1900, ,1981, ,Q175412,500027137.0
Richard Olson, , ,American,Male,1938, ,0, ,,
Richard P. (Sandy) Hume, , ,American,Male,1946, ,0, ,,
Richard Pare, , ,British,Male,1948, ,0, ,Q1286781,500037133.0
Richard Patterson,artist, , , , , , , , , 
Richard Paul Lohse, , ,Swiss,Male,1902, ,1988, ,Q547803,500010583.0
Richard Perez, , ,South African,,1970, ,0, ,,
"Richard Perry, Son & Company, Wolverhampton, England", , ,,,0, ,0, ,,
Richard Pettibone, , ,American,Male,1938, ,0, ,,
Richard Phillips, , ,American,Male,1963, ,0, ,,
Richard Polak, , ,,Male,0, ,0, ,,
Richard Pousette-Dart, , ,American,Male,1916, ,1992, ,Q870701,500018154.0
Richard Riemerschmid, , ,German,Male,1868, ,1957, ,Q64104,500009989.0
Richard Roper,artist, , , , , , , , , 
Richard Rosson, , ,,Male,0, ,0, ,,
Richard Rothman, , ,American,Male,1956, ,0, ,,
Richard Rush, , ,American,Male,1929, ,0, ,,
Richard Sapper, , ,German,Male,1932, ,2015, ,Q64699,500260416.0
Richard Schadewell, , ,German,Male,0, ,0, ,,
Richard Schultz, , ,American,Male,1926, ,0, ,Q7328931,500093896.0
"Richard Schultz Design, Palm, PA", , ,,,0, ,0, ,,
Richard Seewald, , ,German,Male,1889, ,1976, ,,
Richard Seireeni, , ,,Male,0, ,0, ,,
Richard Serra, , ,American,Male,1938, ,0, ,Q321245,500029327.0
Richard Smith, , ,British,Male,1931, ,2016, ,Q2150623,500018299.0
Richard Stankiewicz, , ,American,Male,1922, ,1983, ,Q3431234,500007819.0
Richard Süssmuth, , ,German,Male,1900, ,1974, ,Q1748448,
"Richard Süssmuth Glashütte, Immenhausen, Germany", , ,,,0, ,0, ,,
Richard Talmadge, , ,German,Male,1892, ,1981, ,,
Richard Taninbaum, , ,American,Male,1952, ,0, ,,
Richard Taylor, , ,Canadian,Male,1902, ,1970, ,,
Richard Tipping, , ,Australian,Male,1949, ,0, ,,
Richard Tum Suden, , ,American,Male,1937, ,0, ,,
Richard Tuttle, , ,American,Male,1941, ,0, ,Q836743,500116277.0
Richard Tyler, , ,American,Male,0, ,0, ,,
Richard Upton, , ,American,Male,1931, ,2013, ,,
Richard Van Buren, , ,American,Male,1937, ,0, ,,
Richard W. Ireland, , ,American,Male,1925, ,0, ,,
Richard W. Landis, , ,American,Male,1931, ,0, ,,
Richard Wilbur, , ,American,Male,1921, ,2017, ,,
Richard Williams, , ,Canadian,Male,1933, ,2019, ,,
Richard Woods, , ,British,Male,1966, ,0, ,,
Richard Wright, , ,American,Male,1960, ,0, ,,
Richard Wyndham, , ,British,Male,1896, ,1948, ,,
Richard Zoellner, , ,American,Male,1909, ,2003, ,,
Richards Jarden, , ,American,Male,1947, ,0, ,,
Richards Ruben, , ,American,Male,1925, ,1998, ,,
Richart Gheym, , ,Nationality unknown,Male,0, ,0, ,,
Richie Lee, , ,,,0, ,0, ,,
Richmond Burton, , ,American,Male,1960, ,0, ,,
Rick Dingus, , ,American,Male,1951, ,0, ,,
Rick Galezowski, , ,Canadian,Male,1954, ,0, ,,
Rick Griffin, , ,American,Male,1944, ,1991, ,,
Rick Mann, , ,British,Male,1954, ,0, ,,
Rick McKee Hock, , ,American,Male,1949, ,2015, ,,
Rick Prol, , ,American,Male,1956, ,0, ,,
Ricky Swallow, , ,Australian,Male,1974, ,0, ,,
Rico Lebrun, , ,American,Male,1900, ,1964, ,Q3431662,500030304.0
Ridley Scott, , ,British,Male,1937, ,0, ,,
Ridykeulous, , ,,,0, ,0, ,,
"Riedel Crystal, Kufstein, Austria", , ,,,0, ,0, ,,
"Rietveld's Workshop, Utrecht", , ,,,0, ,0, ,,
Rigaud Benoit, , ,Haitian,Male,1911, ,1986, ,,
Rigobaldi, , ,Italian,,0, ,0, ,,
"Riihimäen Lasi Oy, Riihimäki, Finland", , ,,,1910, ,0, ,,
Riiko Sakkinen, , ,Finnish,Male,1976, ,0, ,Q7333934,
Rikio Takahashi, , ,Japanese,Male,1917, ,1999, ,,
Riko Debenjak, , ,Yugoslav,Male,1908, ,1987, ,,
Rikuro Okamoto, , ,Japanese,Male,1943, ,0, ,,
Riley Thomson, , ,American,Male,1912, ,1960, ,,
Rimma Gerlovina, , ,Russian,Female,1951, ,0, ,,
Rimma Zanjevskaja, , ,German,Female,0, ,0, ,,
Rineke Dijkstra, , ,Dutch,Female,1959, ,0, ,Q269828,500116127.0
Ringl + Pit, , ,German,Female,0, ,0, ,,
Risaburo Kimura, , ,Japanese,Male,1924, ,0, ,,
Rita Ackermann, , ,Hungarian,Female,1968, ,0, ,Q7336466,
Rita Eloul Letendre, , ,Canadian,Female,1928, ,0, ,,
Rita M. Ling,artist, , , , , , , , , 
Rita McBride, , ,American,Female,1960, ,0, ,,
Rita Myers, , ,American,Female,1947, ,0, ,,
Ritva Puotila, , ,Finnish,Female,1935, ,0, ,,
"Ritz-Italora, Milan, Italy", , ,,,0, ,0, ,,
Riva Helfond, , ,American,Female,1910, ,2002, ,,
"Riverside China, Riverside, CA", , ,,,0, ,0, ,,
Rizoto, , ,,,0, ,0, ,,
"Ro RC, Belgium", , ,,,0, ,0, ,,
Roald Steen Hansen, , ,Danish,Male,1942, ,0, ,,
Rob Fruchtman, , ,,Male,0, ,0, ,,
Rob Pruitt, , ,,Male,0, ,0, ,,
Rob Schroder, , ,Dutch,Male,1950, ,0, ,,
Rob Voerman, , ,Dutch,Male,1966, ,0, ,,
Robert A. M. Stern, , ,American,Male,1939, ,0, ,Q166567,500023335.0
Robert A. Nelson, , ,American,Male,1925, ,0, ,,
Robert Abel, , ,American,Male,1937, ,0, ,Q7341326,
Robert Adams, , ,American,Male,1937, ,0, ,Q1392710,500037036.0
Robert Adamson, , ,British,Male,1821, ,1848, ,Q509636,500010587.0
Robert Alan Mowbray Stevenson,artist, , , , , , , , , 
Robert Alexander, , ,,,0, ,0, ,,
Robert Aller, , ,American,Male,1947, ,0, ,,
Robert Altman, , ,American,Male,1925, ,2006, ,,
Robert Andrew Parker, , ,American,Male,1927, ,0, ,,500095281.0
Robert Arneson, , ,American,Male,1930, ,1992, ,,
Robert Atkins, , ,,Male,0, ,0, ,,
"Robert Barber, Inc., New York, NY", , ,,,0, ,0, ,,
Robert Barnes, , ,American,Male,1934, ,0, ,,
Robert Barry, , ,American,Male,1936, ,0, ,Q477373,500053936.0
Robert Bart, , ,American,Male,1923, ,0, ,,
Robert Bartlett, , ,British,Male,1922, ,1979, ,,
Robert Beauchamp, , ,American,Male,1923, ,1995, ,Q7341977,500018294.0
Robert Beaven, , ,American,Male,0, ,0, ,,
Robert Bechtle, , ,American,Male,1932, ,0, ,Q328645,500016607.0
Robert Beck, , ,American,Male,1959, ,0, ,,
Robert Bell, , ,,Male,0, ,0, ,,
Robert Birmelin, , ,American,Male,1933, ,0, ,,
Robert Blackburn, , ,American,Male,1920, ,2003, ,,
Robert Bononno, , ,American,Male,0, ,0, ,,
Robert Brandard,artist, , , , , , , , , 
Robert Brandwein, , ,American,Male,1933, ,1972, ,,
Robert Breer, , ,American,Male,1926, ,2011, ,Q526954,500060118.0
Robert Bresson, , ,French,Male,1901, ,1999, ,,
Robert Broner, , ,American,Male,1922, ,2010, ,,
Robert Brough,artist, , , , , , , , , 
Robert Brownjohn, , ,American,Male,1925, ,1970, ,,
Robert Brunner, , ,American,Male,1958, ,0, ,,
Robert Buchan Nisbet,artist, , , , , , , , , 
Robert Cahen, , ,French,Male,1945, ,0, ,,
Robert Capa, , ,American,Male,1913, ,1954, ,Q152524,500063842.0
Robert Chambers, , ,American,Male,1958, ,0, ,,
Robert Cole, , ,,Male,0, ,0, ,,
Robert Colescott, , ,American,Male,1925, ,2009, ,Q2676807,500102583.0
Robert Colquhoun, , ,British,Male,1914, ,1962, ,Q3938239,500031142.0
Robert Conover, , ,American,Male,0, ,0, ,,
Robert Cottingham, , ,American,Male,1935, ,0, ,,
Robert Couturier, , ,French,Male,1905, ,2008, ,,
Robert Cowan, , ,American,Male,1930, ,0, ,,
Robert Creeley, , ,American,Male,1926, ,2005, ,,
Robert Cremean, , ,American,Male,1932, ,0, ,,
Robert Cumming, , ,American,Male,1943, ,0, ,,500107007.0
Robert D. Galli, , ,American,,1956, ,0, ,,
Robert De Boeck, , ,,Male,1944, ,1999, ,,
Robert Defrin, , ,American,,0, ,0, ,,
Robert Delaunay, , ,French,Male,1885, ,1941, ,Q33978,500023463.0
Robert Delgado, , ,American,Male,1971, ,0, ,,
Robert Demachy, , ,French,Male,1859, ,1936, ,Q956823,500030753.0
Robert Doisneau, , ,French,Male,1912, ,1994, ,Q154599,500015333.0
Robert Dowd, , ,American,Male,1936, ,1996, ,,
Robert Doxat, , ,Austrian,Male,1930, ,2004, ,,
Robert Dumas-Hermes, , ,French,Male,1917, ,0, ,,
Robert E. Marx, , ,American,Male,0, ,0, ,,
Robert Edge Pine,artist, , , , , , , , , 
Robert Edmond Jones, , ,American,Male,1887, ,1954, ,Q7343960,500024504.0
Robert Emmett Müller, , ,American,Male,0, ,0, ,,
Robert Engels, , ,Nationality unknown,Male,0, ,0, ,,
Robert Engman, , ,American,Male,1927, ,0, ,Q7344094,500068710.0
"Robert F. Sheehan, 3rd", , ,American,Male,1922, ,1969, ,,
Robert Fagan,artist, , , , , , , , , 
Robert Faludi, , ,American,Male,1966, ,0, ,,
Robert Farber, , ,American,Male,1948, ,1995, ,,
Robert Fenz, , ,American,Male,1969, ,0, ,,
Robert Filliou, , ,French,Male,1926, ,1987, ,Q469833,500027344.0
Robert Fisher, , ,American,Male,0, ,0, ,,
Robert Flynt, , ,American,Male,1956, ,0, ,,
Robert Frank, , ,American,Male,1924, ,2019, ,Q467574,500019916.0
Robert Freeman, , ,British,Male,1936, ,0, ,,
Robert Fried, , ,American,Male,1937, ,1975, ,,
Robert Gage, , ,American,Male,1921, ,2000, ,,
Robert Gair Company, , ,American,,0, ,0, ,,
Robert Genin, , ,American,Male,1884, ,1943, ,,
Robert Glenn Ketchum, , ,American,Male,1947, ,0, ,,
Robert Gober, , ,American,Male,1954, ,0, ,Q1353414,500118768.0
Robert Goodnough, , ,American,Male,1917, ,2010, ,Q7344845,500032447.0
Robert Gordy, , ,American,Male,1933, ,1986, ,,
Robert Graham, , ,American,Male,1938, ,2008, ,Q726136,500056024.0
Robert Gretczko, , ,American,Male,1944, ,0, ,,
Robert Grosvenor, , ,American,Male,1937, ,0, ,Q15432022,500053771.0
Robert Gwathmey, , ,American,Male,1903, ,1988, ,Q7345013,500004279.0
Robert H. Bergman, , ,American,Male,1944, ,0, ,,
Robert H. McNeill, , ,American,Male,1917, ,2005, ,,
Robert Hansen, , ,American,Male,1924, ,2013, ,,
Robert Hardmeyer, , ,Swiss,Male,1876, ,1919, ,,
Robert Hedrick, , ,Nationality unknown,Male,0, ,0, ,,
Robert Heinecken, , ,American,Male,1931, ,2006, ,Q7345382,500101250.0
Robert Helman,artist, , , , , , , , , 
Robert Henri,artist, , , , , , , , , 
Robert Hodgins, , ,South African,Male,1920, ,2010, ,Q2595809,500123981.0
Robert Holmgren, , ,American,Male,1946, ,0, ,,
Robert Howlett, , ,British,Male,1831, ,1858, ,Q7345653,500036990.0
Robert Hudson, , ,American,Male,1938, ,0, ,Q4494583,500056055.0
Robert Huot, , ,American,Male,1935, ,0, ,,
Robert Huskisson,artist, , , , , , , , , 
Robert Ingram, , ,Nationality unknown,Male,0, ,0, ,,
Robert Irwin, , ,American,Male,1928, ,0, ,Q7345814,500022899.0
Robert Israel, , ,American,Male,1939, ,0, ,,
Robert J. Bingham, , ,British,Male,1824, ,1870, ,Q16214312,500015888.0
Robert J. Debrey, , ,American,Male,1934, ,0, ,,
Robert J. King, , ,American,Male,1917, ,0, ,,
Robert J. Simone, , ,American,Male,1945, ,0, ,,
Robert Jacks, , ,Australian,Male,1943, ,0, ,,
Robert James Leonetti, , ,American,Male,1965, ,0, ,,
Robert Jay Wolff,artist, , , , , , , , , 
Robert Joseph Hettel, , ,American,Male,0, ,0, ,,
Robert Kabak, , ,American,Male,1930, ,0, ,,
"Robert Kahn Architects, New York", , ,,,0, ,0, ,,
Robert Kobayashi, , ,American,Male,1925, ,2015, ,,
Robert Koepke, , ,German,Male,1893, ,1968, ,,
Robert Kozma, , ,American,Male,1951, ,0, ,,
Robert Kramer, , ,,Male,0, ,0, ,,
Robert Kulicke, , ,American,Male,1924, ,2007, ,,
Robert Kurilla, , ,American,Male,1958, ,0, ,,
Robert Ladbrooke,artist, , , , , , , , , 
Robert Lepper, , ,American,Male,1906, ,1991, ,,
Robert Levin, , ,American,Male,1948, ,0, ,,
Robert Longo, , ,American,Male,1953, ,0, ,Q1250139,500004035.0
Robert Lovis Nicoidski, , ,Swiss,Male,1931, ,2001, ,,
Robert M. Jones, , ,Nationality unknown,Male,0, ,0, ,,
Robert MacBryde, , ,British,Male,1913, ,1966, ,Q3938350,500032048.0
Robert Macpherson, , ,British,Male,1811, ,1872, ,Q7350504,500126166.0
